total number of customers ,Revenue ,Total _duration ,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,stays_in_week_nights,arrival_date_day_of_month,stays_in_weekend_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
1,180,4,Resort Hotel,0,3,2016,May,21,3,16,1,1,0,0,BB,PRT,Corporate,Direct,0,0,0,A,A,0,No Deposit,87,47,0,Transient,45,1,0,Check-Out,2016-05-20
1,72,2,Resort Hotel,0,29,2016,December,51,2,13,0,1,0,0,BB,PRT,Corporate,Direct,1,0,1,A,D,0,No Deposit,87,112,0,Transient,36,1,0,Check-Out,2016-12-15
1,38.5,1,Resort Hotel,0,3,2017,January,4,0,23,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,1,No Deposit,87,112,0,Transient,38.5,1,0,Check-Out,2017-01-24
2,342,3,Resort Hotel,0,196,2016,December,53,2,30,1,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,87,308,0,Transient-Party,114,0,0,Check-Out,2017-01-02
1,70,2,Resort Hotel,0,12,2017,January,1,1,2,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,87,103,0,Transient,35,0,0,Check-Out,2017-01-04
1,45,1,Resort Hotel,0,6,2017,May,20,1,16,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,87,103,0,Transient,45,0,0,Check-Out,2017-05-17
1,70,2,Resort Hotel,0,0,2017,January,1,2,3,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,154,0,Transient,35,0,0,Check-Out,2017-01-05
1,70,2,Resort Hotel,0,12,2017,January,3,2,17,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,87,154,0,Transient,35,0,0,Check-Out,2017-01-19
1,161.6,4,Resort Hotel,0,5,2017,January,1,3,2,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314,29,0,Transient-Party,40.4,1,1,Check-Out,2017-01-06
1,161.6,4,Resort Hotel,0,5,2017,January,1,3,2,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,314,29,0,Transient-Party,40.4,1,1,Check-Out,2017-01-06
1,105,3,Resort Hotel,0,0,2017,January,1,3,4,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,87,270,0,Transient,35,0,0,Check-Out,2017-01-07
1,70,2,Resort Hotel,0,0,2017,January,5,1,30,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,87,270,0,Transient,35,0,0,Check-Out,2017-02-01
1,70,2,Resort Hotel,0,4,2017,March,10,2,7,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,87,270,0,Transient,35,0,0,Check-Out,2017-03-09
1,150,2,Resort Hotel,0,7,2017,June,23,2,7,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,0,No Deposit,87,270,0,Transient,75,0,0,Check-Out,2017-06-09
1,42,1,Resort Hotel,0,5,2017,January,2,1,10,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,112,0,Transient,42,1,0,Check-Out,2017-01-11
1,35,1,Resort Hotel,0,5,2017,January,2,1,10,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,87,112,0,Transient,35,0,0,Check-Out,2017-01-11
1,35,1,Resort Hotel,0,1,2017,January,2,1,12,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,87,272,0,Transient-Party,35,0,0,Check-Out,2017-01-13
2,47,1,Resort Hotel,0,3,2017,January,2,1,12,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,169,0,Transient,47,1,1,Check-Out,2017-01-13
1,50,1,Resort Hotel,0,61,2017,May,21,0,22,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,3,No Deposit,87,169,0,Transient-Party,50,1,1,Check-Out,2017-05-23
1,35,1,Resort Hotel,0,18,2017,January,3,0,16,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,F,1,No Deposit,87,154,0,Transient,35,0,0,Check-Out,2017-01-17
1,70,2,Resort Hotel,0,28,2017,January,4,2,26,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,1,A,D,0,No Deposit,87,154,0,Transient,35,0,0,Check-Out,2017-01-28
1,70,2,Resort Hotel,0,34,2017,February,5,2,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,2,A,D,1,No Deposit,87,154,0,Transient,35,0,0,Check-Out,2017-02-03
1,35,1,Resort Hotel,0,2,2017,January,3,0,16,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,H,0,No Deposit,87,428,0,Transient,35,0,0,Check-Out,2017-01-17
1,70,2,Resort Hotel,0,2,2017,January,3,0,15,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,I,0,No Deposit,87,154,0,Transient,35,0,0,Check-Out,2017-01-17
1,35,1,Resort Hotel,1,35,2017,February,5,1,2,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,1,A,A,0,No Deposit,87,154,0,Transient,35,0,0,Canceled,2017-02-02
1,70,2,Resort Hotel,0,0,2017,January,3,1,16,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,B,0,No Deposit,87,154,0,Transient,35,0,0,Check-Out,2017-01-18
1,35,1,Resort Hotel,0,0,2017,March,13,1,28,0,1,0,0,BB,PRT,Direct,Corporate,1,0,1,A,A,0,No Deposit,87,88,0,Group,35,0,0,Check-Out,2017-03-29
1,70,2,Resort Hotel,0,2,2017,January,3,2,18,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,0,No Deposit,87,178,0,Transient,35,0,0,Check-Out,2017-01-20
1,35,1,Resort Hotel,0,7,2017,January,4,0,23,1,1,0,0,BB,PRT,Corporate,Direct,0,0,0,A,D,0,No Deposit,87,195,0,Transient,35,0,0,Check-Out,2017-01-24
1,35,1,Resort Hotel,0,7,2017,January,4,0,23,1,1,0,0,BB,PRT,Corporate,Direct,0,0,0,A,D,0,No Deposit,87,195,0,Transient,35,0,0,Check-Out,2017-01-24
1,35,1,Resort Hotel,1,0,2017,February,7,1,17,0,1,0,0,BB,PRT,Corporate,Direct,1,0,1,A,D,0,No Deposit,87,195,0,Transient,35,0,0,No-Show,2017-02-17
2,40,1,Resort Hotel,0,2,2017,March,9,1,1,0,2,0,0,BB,PRT,Corporate,Direct,1,1,1,A,A,1,No Deposit,87,195,0,Transient,40,0,0,Check-Out,2017-03-02
1,35,1,Resort Hotel,0,3,2017,January,4,0,23,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,465,0,Transient,35,0,0,Check-Out,2017-01-24
1,35,1,Resort Hotel,0,6,2017,January,4,1,24,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,87,135,0,Transient,35,1,2,Check-Out,2017-01-25
1,30,1,Resort Hotel,0,0,2017,January,4,1,24,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,51,0,Transient,30,0,0,Check-Out,2017-01-25
3,75,1,Resort Hotel,0,8,2017,April,16,1,21,0,2,1,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,87,51,0,Transient,75,1,2,Check-Out,2017-04-22
1,45,1,Resort Hotel,0,14,2017,May,22,1,31,0,1,0,0,BB,PRT,Offline TA/TO,Corporate,1,0,2,A,D,2,No Deposit,87,78,0,Transient,45,0,2,Check-Out,2017-06-01
1,35,1,Resort Hotel,0,5,2017,January,4,1,24,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,297,0,Transient,35,0,0,Check-Out,2017-01-25
1,35,1,Resort Hotel,0,6,2017,March,10,1,9,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,87,297,0,Transient,35,0,0,Check-Out,2017-03-10
1,43,1,Resort Hotel,0,6,2017,January,4,1,24,0,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,184,146,0,Transient,43,0,0,Check-Out,2017-01-25
2,40,1,Resort Hotel,0,8,2017,January,4,1,25,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,291,0,Transient,40,1,0,Check-Out,2017-01-26
1,35,1,Resort Hotel,0,23,2017,January,4,1,25,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,331,0,Transient,35,0,0,Check-Out,2017-01-26
1,54,1,Resort Hotel,0,8,2017,February,7,1,15,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,87,331,0,Transient,54,0,0,Check-Out,2017-02-16
1,38,1,Resort Hotel,0,5,2017,March,9,1,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,0,No Deposit,87,331,0,Transient,38,0,0,Check-Out,2017-03-02
1,35,1,Resort Hotel,0,9,2017,March,11,1,15,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,D,0,No Deposit,87,331,0,Transient,35,0,0,Check-Out,2017-03-16
1,35,1,Resort Hotel,0,16,2017,March,12,1,22,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,4,A,D,0,No Deposit,87,331,0,Transient,35,0,0,Check-Out,2017-03-23
1,140,4,Resort Hotel,0,11,2017,January,4,3,23,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,254,0,Transient,35,0,0,Check-Out,2017-01-27
1,70,2,Resort Hotel,0,23,2017,March,13,2,29,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,87,254,0,Transient,35,0,0,Check-Out,2017-03-31
1,364.5,3,Resort Hotel,0,0,2017,June,25,3,20,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,4,A,D,0,No Deposit,87,254,0,Transient,121.5,0,0,Check-Out,2017-06-23
1,70,2,Resort Hotel,0,2,2017,January,4,2,25,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,94,0,Transient-Party,35,0,0,Check-Out,2017-01-27
1,135,1,Resort Hotel,0,4,2017,August,31,1,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,0,No Deposit,87,94,0,Transient,135,0,0,Check-Out,2017-08-02
1,80,2,Resort Hotel,0,2,2017,January,4,2,25,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,484,0,Transient,40,0,0,Check-Out,2017-01-27
1,35,1,Resort Hotel,0,10,2017,January,4,1,26,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,269,0,Transient,35,0,0,Check-Out,2017-01-27
1,70,2,Resort Hotel,0,3,2017,March,12,1,20,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,1,No Deposit,87,269,0,Transient,35,0,0,Check-Out,2017-03-22
1,45,1,Resort Hotel,0,13,2017,April,16,1,19,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,87,269,0,Transient,45,0,0,Check-Out,2017-04-20
1,45,1,Resort Hotel,0,1,2017,May,22,1,30,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,3,A,A,0,No Deposit,87,269,0,Transient,45,0,0,Check-Out,2017-05-31
2,36,1,Resort Hotel,0,17,2017,January,4,1,28,0,2,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,87,504,0,Transient-Party,36,0,0,Check-Out,2017-01-29
2,36,1,Resort Hotel,0,17,2017,January,4,1,28,0,2,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,87,504,0,Transient-Party,36,0,0,Check-Out,2017-01-29
2,36,1,Resort Hotel,0,2,2017,January,4,1,28,0,2,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,87,504,0,Transient-Party,36,0,0,Check-Out,2017-01-29
2,36,1,Resort Hotel,0,3,2017,January,4,1,28,0,2,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,87,504,0,Transient-Party,36,0,0,Check-Out,2017-01-29
2,72,2,Resort Hotel,0,16,2017,January,4,2,27,0,2,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,2,No Deposit,87,504,0,Transient-Party,36,0,1,Check-Out,2017-01-29
4,51,1,Resort Hotel,0,17,2017,January,4,1,28,0,2,2,0,BB,PRT,Groups,Corporate,0,0,0,A,C,0,Non Refund,87,504,0,Transient-Party,51,0,0,Check-Out,2017-01-29
2,36,1,Resort Hotel,0,17,2017,January,4,1,28,0,2,0,0,BB,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,87,504,0,Transient-Party,36,0,0,Check-Out,2017-01-29
2,36,1,Resort Hotel,0,17,2017,January,4,1,28,0,2,0,0,BB,PRT,Groups,Corporate,0,0,0,A,C,0,Non Refund,87,504,0,Transient-Party,36,0,0,Check-Out,2017-01-29
1,38.5,1,Resort Hotel,0,4,2017,January,5,0,30,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,34,0,Transient,38.5,1,0,Check-Out,2017-01-31
1,106,2,Resort Hotel,0,18,2017,January,5,1,30,1,1,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,268,0,Transient-Party,53,0,1,Check-Out,2017-02-01
1,35,1,Resort Hotel,0,0,2017,January,5,1,31,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,87,225,0,Transient,35,0,0,Check-Out,2017-02-01
1,35,1,Resort Hotel,0,1,2017,February,7,1,15,0,1,0,0,BB,PRT,Corporate,Direct,1,0,1,A,D,1,No Deposit,87,225,0,Transient,35,0,0,Check-Out,2017-02-16
1,35,1,Resort Hotel,0,0,2017,March,11,1,14,0,1,0,0,BB,PRT,Corporate,Direct,1,0,2,A,I,0,No Deposit,87,225,0,Transient,35,0,0,Check-Out,2017-03-15
2,0,5,Resort Hotel,0,30,2017,January,4,3,27,2,2,0,0,SC,PRT,Groups,Corporate,0,0,0,A,I,4,No Deposit,87,504,14,Transient-Party,0,0,1,Check-Out,2017-02-01
1,35,1,Resort Hotel,0,0,2017,February,5,1,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,88,0,Transient,35,0,0,Check-Out,2017-02-02
1,35,1,Resort Hotel,0,0,2017,February,5,1,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,88,0,Transient,35,0,0,Check-Out,2017-02-02
1,35,1,Resort Hotel,1,0,2017,March,12,0,20,1,1,0,0,BB,PRT,Direct,Corporate,1,0,1,A,D,0,No Deposit,87,88,0,Transient,35,0,0,Canceled,2017-03-20
1,35,1,Resort Hotel,0,0,2017,February,5,1,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,88,0,Transient,35,0,0,Check-Out,2017-02-02
1,35,1,Resort Hotel,1,0,2017,March,12,0,20,1,1,0,0,BB,PRT,Direct,Corporate,1,0,1,A,D,0,No Deposit,87,88,0,Transient,35,0,0,Canceled,2017-03-20
1,35,1,Resort Hotel,0,0,2017,March,13,1,29,0,1,0,0,BB,PRT,Corporate,Corporate,1,1,1,A,A,0,No Deposit,87,88,0,Transient,35,1,0,Check-Out,2017-03-30
1,35,1,Resort Hotel,0,1,2017,February,5,1,1,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,87,130,0,Transient-Party,35,0,0,Check-Out,2017-02-02
1,75,1,Resort Hotel,0,0,2017,June,25,1,22,0,1,0,0,BB,PRT,Corporate,Direct,1,0,1,A,D,0,No Deposit,87,130,0,Transient,75,0,0,Check-Out,2017-06-23
1,35,1,Resort Hotel,0,1,2017,February,5,1,1,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,87,130,0,Transient-Party,35,0,0,Check-Out,2017-02-02
1,75,1,Resort Hotel,0,1,2017,June,23,1,8,0,1,0,0,BB,PRT,Corporate,Direct,1,0,1,A,A,0,No Deposit,87,130,0,Transient,75,0,0,Check-Out,2017-06-09
1,35,1,Resort Hotel,0,1,2017,February,5,1,1,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,87,130,0,Transient-Party,35,0,0,Check-Out,2017-02-02
1,35,1,Resort Hotel,0,1,2017,February,5,1,1,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,87,130,0,Transient-Party,35,0,0,Check-Out,2017-02-02
1,35,1,Resort Hotel,0,1,2017,February,5,1,1,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,3,No Deposit,87,130,0,Transient-Party,35,0,0,Check-Out,2017-02-02
1,150,2,Resort Hotel,0,1,2017,June,23,2,8,0,1,0,0,BB,PRT,Corporate,Direct,1,0,1,A,D,0,No Deposit,87,130,0,Transient,75,1,1,Check-Out,2017-06-10
1,441.99,3,Resort Hotel,0,49,2017,August,32,3,8,0,1,0,0,BB,PRT,Corporate,Direct,1,0,2,A,E,0,No Deposit,87,130,0,Transient,147.33,1,1,Check-Out,2017-08-11
1,70,2,Resort Hotel,0,0,2017,February,5,2,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,154,0,Transient,35,0,0,Check-Out,2017-02-03
2,40,1,Resort Hotel,0,0,2017,February,5,1,2,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,87,390,0,Transient,40,0,1,Check-Out,2017-02-03
2,80,2,Resort Hotel,0,2,2017,February,5,2,1,0,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,87,390,0,Transient,40,0,1,Check-Out,2017-02-03
1,70,2,Resort Hotel,0,10,2017,March,13,1,27,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,87,390,0,Transient,35,0,1,Check-Out,2017-03-29
1,45,1,Resort Hotel,0,2,2017,May,19,1,10,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,0,No Deposit,87,390,0,Transient,45,0,1,Check-Out,2017-05-11
1,70,2,Resort Hotel,0,3,2017,February,5,2,2,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,159,0,Transient,35,0,1,Check-Out,2017-02-04
2,135,3,Resort Hotel,0,1,2017,March,11,1,18,2,2,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,3,No Deposit,87,159,0,Transient,45,0,1,Check-Out,2017-03-21
1,580,4,Resort Hotel,0,10,2017,July,28,2,15,2,1,0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,3,No Deposit,87,520,0,Transient,145,0,1,Check-Out,2017-07-19
1,70,2,Resort Hotel,0,3,2017,February,5,2,2,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,159,0,Transient,35,0,1,Check-Out,2017-02-04
1,70,2,Resort Hotel,0,3,2017,February,5,2,2,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,159,0,Transient,35,0,1,Check-Out,2017-02-04
1,36,1,Resort Hotel,0,17,2017,February,6,0,6,1,1,0,0,BB,BRA,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,490,0,Transient,36,0,0,Check-Out,2017-02-07
1,36,1,Resort Hotel,0,17,2017,February,6,0,6,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,490,0,Transient,36,0,0,Check-Out,2017-02-07
2,180,2,Resort Hotel,0,10,2017,February,6,1,6,1,2,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,E,0,No Deposit,87,507,0,Transient-Party,90,0,0,Check-Out,2017-02-08
2,180,2,Resort Hotel,0,10,2017,February,6,1,6,1,2,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,E,0,No Deposit,87,507,0,Transient-Party,90,0,0,Check-Out,2017-02-08
2,180,2,Resort Hotel,0,10,2017,February,6,1,6,1,2,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,A,1,No Deposit,87,507,0,Transient-Party,90,0,0,Check-Out,2017-02-08
2,180,2,Resort Hotel,0,10,2017,February,6,1,6,1,2,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,A,1,No Deposit,87,507,0,Transient-Party,90,0,0,Check-Out,2017-02-08
2,180,2,Resort Hotel,0,10,2017,February,6,1,6,1,2,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,507,0,Transient-Party,90,0,0,Check-Out,2017-02-08
3,240,2,Resort Hotel,0,10,2017,February,6,1,6,1,3,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,C,1,No Deposit,87,507,0,Transient-Party,120,0,0,Check-Out,2017-02-08
3,240,2,Resort Hotel,0,14,2017,February,6,1,6,1,3,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,C,1,No Deposit,87,507,4,Transient-Party,120,0,0,Check-Out,2017-02-08
1,180,2,Resort Hotel,0,10,2017,February,6,1,6,1,1,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,A,1,No Deposit,87,507,0,Transient-Party,90,0,0,Check-Out,2017-02-08
2,180,2,Resort Hotel,0,10,2017,February,6,1,6,1,2,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,507,0,Transient-Party,90,0,0,Check-Out,2017-02-08
2,180,2,Resort Hotel,0,10,2017,February,6,1,6,1,2,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,507,0,Transient-Party,90,0,0,Check-Out,2017-02-08
3,240,2,Resort Hotel,0,10,2017,February,6,1,6,1,3,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,C,0,No Deposit,87,507,0,Transient-Party,120,0,0,Check-Out,2017-02-08
2,180,2,Resort Hotel,0,10,2017,February,6,1,6,1,2,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,507,0,Transient-Party,90,0,0,Check-Out,2017-02-08
3,240,2,Resort Hotel,0,10,2017,February,6,1,6,1,3,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,C,0,No Deposit,87,507,0,Transient-Party,120,0,0,Check-Out,2017-02-08
2,180,2,Resort Hotel,0,10,2017,February,6,1,6,1,2,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,507,0,Transient-Party,90,0,0,Check-Out,2017-02-08
2,180,2,Resort Hotel,0,10,2017,February,6,1,6,1,2,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,507,0,Transient-Party,90,0,0,Check-Out,2017-02-08
1,35,1,Resort Hotel,0,1,2017,February,6,1,7,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,355,0,Transient,35,0,0,Check-Out,2017-02-08
3,240,2,Resort Hotel,0,10,2017,February,6,1,6,1,3,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,C,0,No Deposit,87,507,0,Transient-Party,120,0,0,Check-Out,2017-02-08
2,180,2,Resort Hotel,0,10,2017,February,6,1,6,1,2,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,507,0,Transient-Party,90,0,0,Check-Out,2017-02-08
2,180,2,Resort Hotel,0,10,2017,February,6,1,6,1,2,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,A,1,No Deposit,87,507,0,Transient-Party,90,0,0,Check-Out,2017-02-08
2,180,2,Resort Hotel,0,10,2017,February,6,1,6,1,2,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,E,0,No Deposit,87,507,0,Transient-Party,90,0,0,Check-Out,2017-02-08
2,180,2,Resort Hotel,0,10,2017,February,6,1,6,1,2,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,507,0,Transient-Party,90,0,0,Check-Out,2017-02-08
2,180,2,Resort Hotel,0,10,2017,February,6,1,6,1,2,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,87,507,0,Transient-Party,90,0,0,Check-Out,2017-02-08
2,180,2,Resort Hotel,0,10,2017,February,6,1,6,1,2,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,E,0,No Deposit,87,507,0,Transient-Party,90,0,0,Check-Out,2017-02-08
1,105,3,Resort Hotel,0,4,2017,February,6,3,7,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,154,0,Transient,35,0,0,Check-Out,2017-02-10
2,80,2,Resort Hotel,0,24,2017,February,6,2,9,0,2,0,0,BB,PRT,Direct,Corporate,0,0,0,A,A,0,No Deposit,87,506,0,Transient,40,0,1,Check-Out,2017-02-11
3,240,5,Resort Hotel,0,14,2017,February,6,4,6,1,3,0,0,SC,PRT,Complementary,Corporate,0,0,0,A,I,4,No Deposit,87,507,4,Transient-Party,48,0,0,Check-Out,2017-02-11
1,35,1,Resort Hotel,0,0,2017,February,7,1,15,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,269,0,Transient,35,1,0,Check-Out,2017-02-16
1,70,2,Resort Hotel,0,9,2017,February,7,2,15,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,87,154,0,Transient,35,0,0,Check-Out,2017-02-17
1,35,1,Resort Hotel,0,2,2017,February,7,1,16,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,87,154,0,Transient,35,0,0,Check-Out,2017-02-17
1,48,1,Resort Hotel,0,23,2017,February,7,1,18,0,1,0,0,BB,GBR,Corporate,Corporate,0,0,0,D,D,1,No Deposit,87,498,0,Transient-Party,48,0,0,Check-Out,2017-02-19
1,108,3,Resort Hotel,0,16,2017,February,7,2,17,1,1,0,0,BB,DNK,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,498,0,Transient-Party,36,0,0,Check-Out,2017-02-20
2,120,3,Resort Hotel,0,16,2017,February,7,2,17,1,2,0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,498,0,Transient-Party,40,0,0,Check-Out,2017-02-20
2,134.01,3,Resort Hotel,0,73,2017,February,7,2,17,1,2,0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,498,0,Transient-Party,44.67,1,0,Check-Out,2017-02-20
2,134.01,3,Resort Hotel,0,73,2017,February,7,2,17,1,2,0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,498,0,Transient-Party,44.67,1,0,Check-Out,2017-02-20
2,120,3,Resort Hotel,0,73,2017,February,7,2,17,1,2,0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,498,0,Transient-Party,40,0,0,Check-Out,2017-02-20
2,120,3,Resort Hotel,0,73,2017,February,7,2,17,1,2,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,87,498,0,Transient-Party,40,0,0,Check-Out,2017-02-20
2,144,3,Resort Hotel,0,73,2017,February,7,2,17,1,2,0,0,BB,GBR,Corporate,Corporate,0,0,0,D,D,0,No Deposit,87,498,0,Transient-Party,48,0,0,Check-Out,2017-02-20
